78.2956565,25.452212,146.75
79.7956565,22.452212,142.25
81.2956565,19.452212,139.25
82.7956565,20.952212,143.75
84.142736,28.9968805,160.25
84.2956565,11.952212,136.25
87.142736,30.4968805,161.75
91.642736,10.9968805,140.75
91.642736,33.4968805,160.25
93.142736,9.4968805,137.75
93.142736,30.4968805,155.75
96.142736,19.9968805,143.75
78.2956565,13.452212,139.25
78.2956565,17.952212,142.25
78.2956565,20.952212,146.75
102.142736,31.9968805,151.25
103.642736,27.4968805,142.25
105.142736,15.4968805,136.25
78.2956565,7.452212,137.75
78.2956565,13.452212,143.75
78.2956565,17.952212,149.75
81.2956565,19.452212,154.25
82.7956565,8.952212,146.75
82.7956565,11.952212,149.75
82.7956565,14.952212,152.75
82.7956565,22.452212,158.75
85.7956565,2.952212,142.25
87.142736,24.4968805,161.75
87.2956565,14.952212,154.25
88.7956565,10.452212,151.25
88.7956565,19.452212,158.75
91.642736,27.4968805,161.75
93.142736,15.4968805,151.25
96.142736,18.4968805,154.25
96.142736,22.9968805,158.75
97.642736,4.9968805,142.25
97.642736,13.9968805,149.75
99.142736,9.4968805,145.25
99.142736,27.4968805,158.75
100.642736,13.9968805,145.25
102.142736,10.9968805,140.75
102.142736,18.4968805,143.75
103.642736,13.9968805,139.25
103.642736,21.4968805,145.25
103.642736,30.4968805,155.75
105.142736,24.4968805,143.75
105.142736,25.9968805,148.25
106.642736,19.9968805,139.25
106.642736,28.9968805,152.75
108.142736,27.4968805,145.25
